transactionid,saledate,receiptnumber,servicecharge,servicechargevat,transactionexcludevat,servicechargepercent,vatpercent,otheramountdiscount,totalproductamount,totalpayamount
76724,2019-01-21,033012019/210052,18150.0000,1815.0000,24200.0000,7.5000,10.0000,0.0000,5.0000,286165.0000
76724,2019-01-21,033012019/210052,21150.0000,2115.0000,28200.0000,7.5000,10.0000,0.0000,6.0000,333465.0000
76724,2019-01-21,033012019/210052,21150.0000,2115.0000,28200.0000,7.5000,10.0000,0.0000,6.0000,333465.0000
14157,2019-01-21,033012019/210053,8550.0000,855.0000,11400.0000,7.5000,10.0000,0.0000,3.0000,134805.0000
14157,2019-01-21,033012019/210053,8550.0000,855.0000,11400.0000,7.5000,10.0000,0.0000,3.0000,134805.0000
76728,2019-01-21,033012019/210057,13500.0000,1350.0000,18000.0000,7.5000,10.0000,0.0000,5.0000,212850.0000
76727,2019-01-21,033012019/210054,6450.0000,645.0000,8600.0000,7.5000,10.0000,0.0000,2.0000,101695.0000
76732,2019-01-21,033012019/210055,13950.0000,1395.0000,18600.0000,7.5000,10.0000,0.0000,5.0000,219945.0000
44961,2019-01-21,033012019/210056,19725.0000,1973.0000,26300.0000,7.5000,10.0000,0.0000,4.0000,310998.0000
76727,2019-01-21,033012019/210054,6450.0000,645.0000,8600.0000,7.5000,10.0000,0.0000,2.0000,101695.0000
76732,2019-01-21,033012019/210055,13950.0000,1395.0000,18600.0000,7.5000,10.0000,0.0000,5.0000,219945.0000
44961,2019-01-21,033012019/210056,19725.0000,1973.0000,26300.0000,7.5000,10.0000,0.0000,4.0000,310998.0000
76728,2019-01-21,033012019/210057,13500.0000,1350.0000,18000.0000,7.5000,10.0000,0.0000,5.0000,212850.0000
44960,2019-01-21,033012019/210060,57075.0000,5708.0000,76100.0000,7.5000,10.0000,0.0000,21.0000,899883.0000
76729,2019-01-21,033012019/210059,17100.0000,1710.0000,22800.0000,7.5000,10.0000,0.0000,6.0000,269610.0000
76725,2019-01-21,033012019/210058,19725.0000,1973.0000,26300.0000,7.5000,10.0000,0.0000,5.0000,310998.0000
76725,2019-01-21,033012019/210058,19725.0000,1973.0000,26300.0000,7.5000,10.0000,0.0000,5.0000,310998.0000
76729,2019-01-21,033012019/210059,17100.0000,1710.0000,22800.0000,7.5000,10.0000,0.0000,6.0000,269610.0000
44960,2019-01-21,033012019/210060,57075.0000,5708.0000,76100.0000,7.5000,10.0000,0.0000,21.0000,899883.0000
44963,2019-01-21,033012019/210065,15675.0000,1568.0000,20900.0000,7.5000,10.0000,0.0000,5.0000,247143.0000
44962,2019-01-21,033012019/210061,12225.0000,1223.0000,16300.0000,7.5000,10.0000,0.0000,3.0000,192748.0000
76733,2019-01-21,033012019/210062,17175.0000,1718.0000,22900.0000,7.5000,10.0000,0.0000,6.0000,270793.0000
44962,2019-01-21,033012019/210061,12225.0000,1223.0000,16300.0000,7.5000,10.0000,0.0000,3.0000,192748.0000
44967,2019-01-21,033012019/210063,1725.0000,173.0000,2300.0000,7.5000,10.0000,0.0000,1.0000,27198.0000
76733,2019-01-21,033012019/210062,17175.0000,1718.0000,22900.0000,7.5000,10.0000,0.0000,6.0000,270793.0000
44967,2019-01-21,033012019/210063,1725.0000,173.0000,2300.0000,7.5000,10.0000,0.0000,1.0000,27198.0000
44964,2019-01-21,033012019/210064,24750.0000,2475.0000,33000.0000,7.5000,10.0000,0.0000,11.0000,390225.0000
44964,2019-01-21,033012019/210064,24750.0000,2475.0000,33000.0000,7.5000,10.0000,0.0000,11.0000,390225.0000
44963,2019-01-21,033012019/210065,15675.0000,1568.0000,20900.0000,7.5000,10.0000,0.0000,5.0000,247143.0000
76730,2019-01-21,033012019/210066,22575.0000,2258.0000,30100.0000,7.5000,10.0000,0.0000,7.0000,355933.0000
76730,2019-01-21,033012019/210066,22575.0000,2258.0000,30100.0000,7.5000,10.0000,0.0000,7.0000,355933.0000
76731,2019-01-21,033012019/210067,19350.0000,1935.0000,25800.0000,7.5000,10.0000,0.0000,7.0000,305085.0000
76731,2019-01-21,033012019/210067,19350.0000,1935.0000,25800.0000,7.5000,10.0000,0.0000,7.0000,305085.0000
76726,2019-01-21,033012019/210068,42750.0000,4275.0000,57000.0000,7.5000,10.0000,0.0000,11.0000,674025.0000
76726,2019-01-21,033012019/210068,42750.0000,4275.0000,57000.0000,7.5000,10.0000,0.0000,11.0000,674025.0000
44965,2019-01-21,033012019/210069,15750.0000,1575.0000,21000.0000,7.5000,10.0000,0.0000,3.0000,248325.0000
44965,2019-01-21,033012019/210069,15750.0000,1575.0000,21000.0000,7.5000,10.0000,0.0000,3.0000,248325.0000
14158,2019-01-21,033012019/210070,12375.0000,1238.0000,16500.0000,7.5000,10.0000,0.0000,4.0000,195113.0000
14158,2019-01-21,033012019/210070,12375.0000,1238.0000,16500.0000,7.5000,10.0000,0.0000,4.0000,195113.0000
14159,2019-01-21,033012019/210071,4500.0000,450.0000,6000.0000,7.5000,10.0000,0.0000,2.0000,70950.0000
14159,2019-01-21,033012019/210071,4500.0000,450.0000,6000.0000,7.5000,10.0000,0.0000,2.0000,70950.0000
44966,2019-01-21,033012019/210073,15075.0000,1508.0000,20100.0000,7.5000,10.0000,0.0000,4.0000,237683.0000
14160,2019-01-21,033012019/210072,3600.0000,360.0000,4800.0000,7.5000,10.0000,0.0000,1.0000,56760.0000
14160,2019-01-21,033012019/210072,3600.0000,360.0000,4800.0000,7.5000,10.0000,0.0000,1.0000,56760.0000
44966,2019-01-21,033012019/210073,15075.0000,1508.0000,20100.0000,7.5000,10.0000,0.0000,4.0000,237683.0000
14161,2019-01-21,033012019/210074,9675.0000,968.0000,12900.0000,7.5000,10.0000,0.0000,3.0000,152543.0000
44968,2019-01-21,033012019/210075,44325.0000,4433.0000,59100.0000,7.5000,10.0000,0.0000,16.0000,698858.0000
44969,2019-01-21,033012019/210076,28950.0000,2895.0000,38600.0000,7.5000,10.0000,0.0000,10.0000,456445.0000
14161,2019-01-21,033012019/210074,9675.0000,968.0000,12900.0000,7.5000,10.0000,0.0000,3.0000,152543.0000
44968,2019-01-21,033012019/210075,44325.0000,4433.0000,59100.0000,7.5000,10.0000,0.0000,16.0000,698858.0000
76734,2019-01-21,033012019/210077,8850.0000,885.0000,11800.0000,7.5000,10.0000,0.0000,2.0000,139535.0000
44969,2019-01-21,033012019/210076,28950.0000,2895.0000,38600.0000,7.5000,10.0000,0.0000,10.0000,456445.0000
76734,2019-01-21,033012019/210077,8850.0000,885.0000,11800.0000,7.5000,10.0000,0.0000,2.0000,139535.0000
76739,2019-01-21,033012019/210078,6825.0000,683.0000,9100.0000,7.5000,10.0000,0.0000,3.0000,107608.0000
76739,2019-01-21,033012019/210078,6825.0000,683.0000,9100.0000,7.5000,10.0000,0.0000,3.0000,107608.0000
76735,2019-01-21,033012019/210079,62100.0000,6210.0000,82800.0000,7.5000,10.0000,0.0000,15.0000,979110.0000
76735,2019-01-21,033012019/210079,62100.0000,6210.0000,82800.0000,7.5000,10.0000,0.0000,15.0000,979110.0000
76735,2019-01-21,033012019/210079,62100.0000,6210.0000,66240.0000,7.5000,10.0000,0.0000,15.0000,796950.0000
76738,2019-01-21,033012019/210080,32925.0000,3293.0000,43900.0000,7.5000,10.0000,0.0000,13.0000,519118.0000
76738,2019-01-21,033012019/210080,32925.0000,3293.0000,43900.0000,7.5000,10.0000,0.0000,13.0000,519118.0000
44975,2019-01-21,,4125.0000,413.0000,5500.0000,7.5000,10.0000,0.0000,1.0000,65038.0000
44972,2019-01-21,033012019/210081,14925.0000,1493.0000,19900.0000,7.5000,10.0000,0.0000,5.0000,235318.0000
44972,2019-01-21,033012019/210081,14925.0000,1493.0000,19900.0000,7.5000,10.0000,0.0000,5.0000,235318.0000
44974,2019-01-21,033012019/210082,24000.0000,2400.0000,32000.0000,7.5000,10.0000,0.0000,7.0000,378400.0000
44974,2019-01-21,033012019/210082,24000.0000,2400.0000,32000.0000,7.5000,10.0000,0.0000,7.0000,378400.0000
44973,2019-01-21,033012019/210083,31800.0000,3180.0000,42400.0000,7.5000,10.0000,0.0000,12.0000,501380.0000
44971,2019-01-21,033012019/210084,22350.0000,2235.0000,29800.0000,7.5000,10.0000,0.0000,5.0000,352385.0000
44973,2019-01-21,033012019/210083,31800.0000,3180.0000,33920.0000,7.5000,10.0000,0.0000,12.0000,408100.0000
44971,2019-01-21,033012019/210084,22350.0000,2235.0000,29800.0000,7.5000,10.0000,0.0000,5.0000,352385.0000
44977,2019-01-21,033012019/210085,18675.0000,1868.0000,24900.0000,7.5000,10.0000,0.0000,6.0000,294443.0000
76740,2019-01-21,033012019/210087,28575.0000,2858.0000,38100.0000,7.5000,10.0000,0.0000,8.0000,450533.0000
44970,2019-01-21,033012019/210086,196425.0000,19643.0000,261900.0000,7.5000,10.0000,0.0000,63.0000,3096968.0000
44977,2019-01-21,033012019/210085,18675.0000,1868.0000,24900.0000,7.5000,10.0000,0.0000,6.0000,294443.0000
44970,2019-01-21,033012019/210086,196425.0000,19643.0000,261900.0000,7.5000,10.0000,0.0000,63.0000,3096968.0000
76740,2019-01-21,033012019/210087,28575.0000,2858.0000,38100.0000,7.5000,10.0000,0.0000,8.0000,450533.0000
76736,2019-01-21,033012019/210088,73275.0000,7328.0000,97700.0000,7.5000,10.0000,0.0000,23.0000,1155303.0000
76736,2019-01-21,033012019/210088,73275.0000,7328.0000,97700.0000,7.5000,10.0000,0.0000,23.0000,1155303.0000
44978,2019-01-21,033012019/210089,45975.0000,4598.0000,61300.0000,7.5000,10.0000,0.0000,15.0000,724873.0000
76741,2019-01-21,033012019/210090,28650.0000,2865.0000,38200.0000,7.5000,10.0000,0.0000,5.0000,451715.0000
44978,2019-01-21,033012019/210089,45975.0000,4598.0000,61300.0000,7.5000,10.0000,0.0000,15.0000,724873.0000
44976,2019-01-21,033012019/210091,39600.0000,3960.0000,52800.0000,7.5000,10.0000,0.0000,13.0000,624360.0000
76741,2019-01-21,033012019/210090,28650.0000,2865.0000,30560.0000,7.5000,10.0000,0.0000,5.0000,367675.0000
44976,2019-01-21,033012019/210091,39600.0000,3960.0000,52800.0000,7.5000,10.0000,0.0000,13.0000,624360.0000
76742,2019-01-21,033012019/210092,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,4.0000,138353.0000
76742,2019-01-21,033012019/210092,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,4.0000,138353.0000
44980,2019-01-21,033012019/210093,15750.0000,1575.0000,21000.0000,7.5000,10.0000,0.0000,7.0000,248325.0000
44980,2019-01-21,033012019/210093,15750.0000,1575.0000,21000.0000,7.5000,10.0000,0.0000,7.0000,248325.0000
76587,2019-01-20,033012019/200001,6150.0000,615.0000,8200.0000,7.5000,10.0000,0.0000,1.0000,96965.0000
76587,2019-01-20,033012019/200001,6150.0000,615.0000,8200.0000,7.5000,10.0000,0.0000,1.0000,96965.0000
76588,2019-01-20,033012019/200002,33000.0000,3300.0000,44000.0000,7.5000,10.0000,0.0000,12.0000,520300.0000
76588,2019-01-20,033012019/200002,34725.0000,3473.0000,46300.0000,7.5000,10.0000,0.0000,13.0000,547498.0000
76588,2019-01-20,033012019/200002,34725.0000,3473.0000,37040.0000,7.5000,10.0000,0.0000,13.0000,445638.0000
14121,2019-01-20,,45975.0000,4598.0000,61300.0000,7.5000,10.0000,0.0000,11.0000,724873.0000
44864,2019-01-20,033012019/200003,77850.0000,7785.0000,103800.0000,7.5000,10.0000,0.0000,24.0000,1227435.0000
44864,2019-01-20,033012019/200003,77850.0000,7785.0000,103800.0000,7.5000,10.0000,0.0000,24.0000,1227435.0000
76591,2019-01-20,033012019/200006,49350.0000,4935.0000,65800.0000,7.5000,10.0000,0.0000,14.0000,778085.0000
76589,2019-01-20,033012019/200005,15150.0000,1515.0000,20200.0000,7.5000,10.0000,0.0000,4.0000,238865.0000
14122,2019-01-20,033012019/200007,1575.0000,158.0000,2100.0000,7.5000,10.0000,0.0000,1.0000,24833.0000
76590,2019-01-20,033012019/200004,47175.0000,4718.0000,62900.0000,7.5000,10.0000,0.0000,14.0000,743793.0000
76590,2019-01-20,033012019/200004,47175.0000,4718.0000,62900.0000,7.5000,10.0000,0.0000,14.0000,743793.0000
76589,2019-01-20,033012019/200005,15150.0000,1515.0000,20200.0000,7.5000,10.0000,0.0000,4.0000,238865.0000
76591,2019-01-20,033012019/200006,49350.0000,4935.0000,52640.0000,7.5000,10.0000,0.0000,14.0000,633325.0000
14122,2019-01-20,033012019/200007,1575.0000,158.0000,2100.0000,7.5000,10.0000,0.0000,1.0000,24833.0000
76592,2019-01-20,033012019/200008,16275.0000,1628.0000,21700.0000,7.5000,10.0000,0.0000,4.0000,256603.0000
76592,2019-01-20,033012019/200008,16275.0000,1628.0000,21700.0000,7.5000,10.0000,0.0000,4.0000,256603.0000
76597,2019-01-20,,36750.0000,3675.0000,49000.0000,7.5000,10.0000,0.0000,14.0000,579425.0000
44865,2019-01-20,033012019/200009,60900.0000,6090.0000,81200.0000,7.5000,10.0000,0.0000,16.0000,960190.0000
76597,2019-01-20,,36750.0000,3675.0000,49000.0000,7.5000,10.0000,0.0000,14.0000,579425.0000
44865,2019-01-20,033012019/200009,97650.0000,9765.0000,130200.0000,7.5000,10.0000,0.0000,30.0000,1539615.0000
44865,2019-01-20,033012019/200009,97650.0000,9765.0000,104160.0000,7.5000,10.0000,0.0000,30.0000,1253175.0000
44866,2019-01-20,033012019/200010,25500.0000,2550.0000,34000.0000,7.5000,10.0000,0.0000,9.0000,402050.0000
44866,2019-01-20,033012019/200010,25500.0000,2550.0000,34000.0000,7.5000,10.0000,0.0000,9.0000,402050.0000
76593,2019-01-20,033012019/200011,23025.0000,2303.0000,30700.0000,7.5000,10.0000,0.0000,7.0000,363028.0000
76593,2019-01-20,033012019/200011,26475.0000,2648.0000,28240.0000,7.5000,10.0000,0.0000,8.0000,339763.0000
76594,2019-01-20,033012019/200012,21075.0000,2108.0000,28100.0000,7.5000,10.0000,0.0000,6.0000,332283.0000
76594,2019-01-20,033012019/200012,21075.0000,2108.0000,28100.0000,7.5000,10.0000,0.0000,6.0000,332283.0000
14121,2019-01-20,,45975.0000,4598.0000,61300.0000,7.5000,10.0000,0.0000,11.0000,724873.0000
76594,2019-01-20,033012019/200012,21075.0000,2108.0000,28100.0000,7.5000,10.0000,0.0000,6.0000,332283.0000
44867,2019-01-20,033012019/200014,21600.0000,2160.0000,28800.0000,7.5000,10.0000,0.0000,6.0000,340560.0000
76596,2019-01-20,033012019/200013,29550.0000,2955.0000,39400.0000,7.5000,10.0000,0.0000,9.0000,465905.0000
76596,2019-01-20,033012019/200013,29550.0000,2955.0000,31520.0000,7.5000,10.0000,0.0000,9.0000,379225.0000
44867,2019-01-20,033012019/200014,21600.0000,2160.0000,28800.0000,7.5000,10.0000,0.0000,6.0000,340560.0000
76595,2019-01-20,033012019/200015,24900.0000,2490.0000,33200.0000,7.5000,10.0000,0.0000,7.0000,392590.0000
76595,2019-01-20,033012019/200015,24900.0000,2490.0000,33200.0000,7.5000,10.0000,0.0000,7.0000,392590.0000
44873,2019-01-20,033012019/200020,38850.0000,3885.0000,51800.0000,7.5000,10.0000,0.0000,8.0000,612535.0000
76601,2019-01-20,033012019/200016,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,5.0000,302720.0000
76601,2019-01-20,033012019/200016,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,5.0000,302720.0000
76614,2019-01-20,,2175.0000,218.0000,2900.0000,7.5000,10.0000,0.0000,1.0000,34293.0000
44871,2019-01-20,033012019/200017,28425.0000,2843.0000,37900.0000,7.5000,10.0000,0.0000,5.0000,448168.0000
44874,2019-01-20,,32550.0000,3255.0000,43400.0000,7.5000,10.0000,0.0000,9.0000,513205.0000
44868,2019-01-20,033012019/200018,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,6.0000,428065.0000
44871,2019-01-20,033012019/200017,28425.0000,2843.0000,37900.0000,7.5000,10.0000,0.0000,5.0000,448168.0000
44868,2019-01-20,033012019/200018,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,6.0000,428065.0000
14123,2019-01-20,033012019/200019,7425.0000,743.0000,9900.0000,7.5000,10.0000,0.0000,2.0000,117068.0000
14123,2019-01-20,033012019/200019,7425.0000,743.0000,9900.0000,7.5000,10.0000,0.0000,2.0000,117068.0000
44873,2019-01-20,033012019/200020,38850.0000,3885.0000,41440.0000,7.5000,10.0000,0.0000,8.0000,498575.0000
76599,2019-01-20,033012019/200021,30675.0000,3068.0000,40900.0000,7.5000,10.0000,0.0000,7.0000,483643.0000
44870,2019-01-20,033012019/200022,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,10.0000,377218.0000
76599,2019-01-20,033012019/200021,30675.0000,3068.0000,40900.0000,7.5000,10.0000,0.0000,7.0000,483643.0000
44870,2019-01-20,033012019/200022,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,10.0000,377218.0000
44875,2019-01-20,033012019/200023,32100.0000,3210.0000,42800.0000,7.5000,10.0000,0.0000,9.0000,506110.0000
44870,2019-01-20,033012019/200022,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,10.0000,377218.0000
44875,2019-01-20,033012019/200023,32100.0000,3210.0000,42800.0000,7.5000,10.0000,0.0000,9.0000,506110.0000
14124,2019-01-20,033012019/200024,11400.0000,1140.0000,15200.0000,7.5000,10.0000,0.0000,4.0000,179740.0000
14124,2019-01-20,033012019/200024,11400.0000,1140.0000,15200.0000,7.5000,10.0000,0.0000,4.0000,179740.0000
76607,2019-01-20,033012019/200025,26550.0000,2655.0000,35400.0000,7.5000,10.0000,0.0000,6.0000,418605.0000
76603,2019-01-20,033012019/200026,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,6.0000,329918.0000
76607,2019-01-20,033012019/200025,26550.0000,2655.0000,28320.0000,7.5000,10.0000,0.0000,6.0000,340725.0000
76603,2019-01-20,033012019/200026,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,6.0000,329918.0000
76611,2019-01-20,033012019/200029,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,6.0000,426883.0000
76600,2019-01-20,033012019/200027,62550.0000,6255.0000,83400.0000,7.5000,10.0000,0.0000,19.0000,986205.0000
14125,2019-01-20,033012019/200028,1875.0000,188.0000,2500.0000,7.5000,10.0000,0.0000,1.0000,29563.0000
44882,2019-01-20,,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
76600,2019-01-20,033012019/200027,62550.0000,6255.0000,83400.0000,7.5000,10.0000,0.0000,19.0000,986205.0000
14125,2019-01-20,033012019/200028,1875.0000,188.0000,2500.0000,7.5000,10.0000,0.0000,1.0000,29563.0000
76611,2019-01-20,033012019/200029,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,6.0000,426883.0000
76610,2019-01-20,033012019/200032,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,9.0000,329918.0000
76608,2019-01-20,033012019/200031,21300.0000,2130.0000,28400.0000,7.5000,10.0000,0.0000,7.0000,335830.0000
44877,2019-01-20,033012019/200035,16800.0000,1680.0000,22400.0000,7.5000,10.0000,0.0000,7.0000,264880.0000
14126,2019-01-20,033012019/200030,4875.0000,488.0000,6500.0000,7.5000,10.0000,0.0000,2.0000,76863.0000
14126,2019-01-20,033012019/200030,4875.0000,488.0000,6500.0000,7.5000,10.0000,0.0000,2.0000,76863.0000
76598,2019-01-20,033012019/200037,29775.0000,2978.0000,39700.0000,7.5000,10.0000,0.0000,7.0000,469453.0000
76602,2019-01-20,033012019/200033,48825.0000,4883.0000,65100.0000,7.5000,10.0000,0.0000,6.0000,769808.0000
76608,2019-01-20,033012019/200031,21300.0000,2130.0000,28400.0000,7.5000,10.0000,0.0000,7.0000,335830.0000
76610,2019-01-20,033012019/200032,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,9.0000,329918.0000
76616,2019-01-20,033012019/200034,7500.0000,750.0000,10000.0000,7.5000,10.0000,0.0000,3.0000,118250.0000
76613,2019-01-20,033012019/200036,39825.0000,3983.0000,53100.0000,7.5000,10.0000,0.0000,14.0000,627908.0000
76602,2019-01-20,033012019/200033,48825.0000,4883.0000,65100.0000,7.5000,10.0000,0.0000,6.0000,769808.0000
76616,2019-01-20,033012019/200034,7500.0000,750.0000,10000.0000,7.5000,10.0000,0.0000,3.0000,118250.0000
44877,2019-01-20,033012019/200035,16800.0000,1680.0000,22400.0000,7.5000,10.0000,0.0000,7.0000,264880.0000
76613,2019-01-20,033012019/200036,39825.0000,3983.0000,53100.0000,7.5000,10.0000,0.0000,14.0000,627908.0000
76598,2019-01-20,033012019/200037,29775.0000,2978.0000,31760.0000,7.5000,10.0000,0.0000,7.0000,382113.0000
76612,2019-01-20,033012019/200038,10125.0000,1013.0000,13500.0000,7.5000,10.0000,0.0000,3.0000,159638.0000
76612,2019-01-20,033012019/200038,10125.0000,1013.0000,13500.0000,7.5000,10.0000,0.0000,3.0000,159638.0000
44876,2019-01-20,033012019/200042,22275.0000,2228.0000,29700.0000,7.5000,10.0000,0.0000,9.0000,351203.0000
44882,2019-01-20,,4200.0000,420.0000,5600.0000,7.5000,10.0000,0.0000,2.0000,66220.0000
14127,2019-01-20,033012019/200039,14850.0000,1485.0000,19800.0000,7.5000,10.0000,0.0000,5.0000,234135.0000
44879,2019-01-20,033012019/200041,31125.0000,3113.0000,41500.0000,7.5000,10.0000,0.0000,9.0000,490738.0000
14127,2019-01-20,033012019/200039,14850.0000,1485.0000,19800.0000,7.5000,10.0000,0.0000,5.0000,234135.0000
14128,2019-01-20,033012019/200040,6900.0000,690.0000,9200.0000,7.5000,10.0000,0.0000,1.0000,108790.0000
14128,2019-01-20,033012019/200040,6900.0000,690.0000,9200.0000,7.5000,10.0000,0.0000,1.0000,108790.0000
44879,2019-01-20,033012019/200041,31125.0000,3113.0000,41500.0000,7.5000,10.0000,0.0000,9.0000,490738.0000
76604,2019-01-20,033012019/200044,97875.0000,9788.0000,130500.0000,7.5000,10.0000,0.0000,27.0000,1543163.0000
44869,2019-01-20,033012019/200043,149100.0000,14910.0000,198800.0000,7.5000,10.0000,0.0000,48.0000,2350810.0000
44876,2019-01-20,033012019/200042,22275.0000,2228.0000,29700.0000,7.5000,10.0000,0.0000,9.0000,351203.0000
44869,2019-01-20,033012019/200043,149100.0000,14910.0000,168800.0000,7.5000,10.0000,0.0000,48.0000,2020810.0000
76606,2019-01-20,033012019/200045,12000.0000,1200.0000,16000.0000,7.5000,10.0000,0.0000,4.0000,189200.0000
76604,2019-01-20,033012019/200044,97875.0000,9788.0000,104400.0000,7.5000,10.0000,0.0000,27.0000,1256063.0000
44880,2019-01-20,033012019/200048,33225.0000,3323.0000,44300.0000,7.5000,10.0000,0.0000,11.0000,523848.0000
76621,2019-01-20,033012019/200046,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
76617,2019-01-20,033012019/200047,35325.0000,3533.0000,47100.0000,7.5000,10.0000,0.0000,9.0000,556958.0000
76606,2019-01-20,033012019/200045,12000.0000,1200.0000,16000.0000,7.5000,10.0000,0.0000,4.0000,189200.0000
44878,2019-01-20,033012019/200051,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,5.0000,377218.0000
76621,2019-01-20,033012019/200046,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
76623,2019-01-20,,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
76617,2019-01-20,033012019/200047,35325.0000,3533.0000,37680.0000,7.5000,10.0000,0.0000,9.0000,453338.0000
76609,2019-01-20,033012019/200049,37200.0000,3720.0000,49600.0000,7.5000,10.0000,0.0000,10.0000,586520.0000
76609,2019-01-20,033012019/200049,40200.0000,4020.0000,53600.0000,7.5000,10.0000,0.0000,11.0000,633820.0000
44880,2019-01-20,033012019/200048,33225.0000,3323.0000,44300.0000,7.5000,10.0000,0.0000,11.0000,523848.0000
44883,2019-01-20,033012019/200050,27450.0000,2745.0000,36600.0000,7.5000,10.0000,0.0000,6.0000,432795.0000
76609,2019-01-20,033012019/200049,40200.0000,4020.0000,53600.0000,7.5000,10.0000,0.0000,11.0000,633820.0000
44883,2019-01-20,033012019/200050,27450.0000,2745.0000,29280.0000,7.5000,10.0000,0.0000,6.0000,352275.0000
76618,2019-01-20,033012019/200052,56025.0000,5603.0000,74700.0000,7.5000,10.0000,0.0000,16.0000,883328.0000
44878,2019-01-20,033012019/200051,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,5.0000,377218.0000
76618,2019-01-20,033012019/200052,56025.0000,5603.0000,74700.0000,7.5000,10.0000,0.0000,16.0000,883328.0000
76619,2019-01-20,033012019/200053,24000.0000,2400.0000,32000.0000,7.5000,10.0000,0.0000,6.0000,378400.0000
76619,2019-01-20,033012019/200053,24000.0000,2400.0000,32000.0000,7.5000,10.0000,0.0000,6.0000,378400.0000
14129,2019-01-20,033012019/200054,12975.0000,1298.0000,17300.0000,7.5000,10.0000,0.0000,3.0000,204573.0000
14129,2019-01-20,033012019/200054,12975.0000,1298.0000,17300.0000,7.5000,10.0000,0.0000,3.0000,204573.0000
44884,2019-01-20,033012019/200056,38550.0000,3855.0000,51400.0000,7.5000,10.0000,0.0000,12.0000,607805.0000
76605,2019-01-20,033012019/200055,61875.0000,6188.0000,82500.0000,7.5000,10.0000,0.0000,20.0000,975563.0000
76605,2019-01-20,033012019/200055,61875.0000,6188.0000,66000.0000,7.5000,10.0000,0.0000,20.0000,794063.0000
44884,2019-01-20,033012019/200056,38550.0000,3855.0000,51400.0000,7.5000,10.0000,0.0000,12.0000,607805.0000
44887,2019-01-20,033012019/200057,46725.0000,4673.0000,62300.0000,7.5000,10.0000,0.0000,19.0000,736698.0000
76615,2019-01-20,033012019/200058,94425.0000,9443.0000,125900.0000,7.5000,10.0000,0.0000,24.0000,1488768.0000
76615,2019-01-20,033012019/200058,94425.0000,9443.0000,125900.0000,7.5000,10.0000,0.0000,24.0000,1488768.0000
44887,2019-01-20,033012019/200057,46725.0000,4673.0000,62300.0000,7.5000,10.0000,0.0000,19.0000,736698.0000
76615,2019-01-20,033012019/200058,94425.0000,9443.0000,125900.0000,7.5000,10.0000,0.0000,24.0000,1488768.0000
76615,2019-01-20,033012019/200058,94425.0000,9443.0000,100720.0000,7.5000,10.0000,0.0000,24.0000,1211788.0000
14130,2019-01-20,033012019/200059,5850.0000,585.0000,7800.0000,7.5000,10.0000,0.0000,2.0000,92235.0000
44885,2019-01-20,033012019/200060,32475.0000,3248.0000,43300.0000,7.5000,10.0000,0.0000,11.0000,512023.0000
14130,2019-01-20,033012019/200059,5850.0000,585.0000,7800.0000,7.5000,10.0000,0.0000,2.0000,92235.0000
44888,2019-01-20,033012019/200061,31725.0000,3173.0000,42300.0000,7.5000,10.0000,0.0000,9.0000,500198.0000
44885,2019-01-20,033012019/200060,32475.0000,3248.0000,43300.0000,7.5000,10.0000,0.0000,11.0000,512023.0000
44888,2019-01-20,033012019/200061,31725.0000,3173.0000,42300.0000,7.5000,10.0000,0.0000,9.0000,500198.0000
76620,2019-01-20,033012019/200063,45975.0000,4598.0000,61300.0000,7.5000,10.0000,0.0000,15.0000,724873.0000
44894,2019-01-20,033012019/200062,17400.0000,1740.0000,23200.0000,7.5000,10.0000,0.0000,6.0000,274340.0000
44886,2019-01-20,033012019/200065,39225.0000,3923.0000,52300.0000,7.5000,10.0000,0.0000,15.0000,618448.0000
44894,2019-01-20,033012019/200062,17400.0000,1740.0000,23200.0000,7.5000,10.0000,0.0000,6.0000,274340.0000
